id,challenge,frequency
1572,politics,NA
1573,politics,NA
1574,politics,Sometimes
1575,politics,NA
1576,politics,NA
1577,politics,NA
1578,politics,NA
1579,politics,NA
1580,politics,NA
1581,politics,NA
1582,politics,Often
1583,politics,Sometimes
1584,politics,NA
1585,politics,NA
1586,politics,NA
1587,politics,NA
1588,politics,NA
1589,politics,Most of the time
1590,politics,NA
1591,politics,NA
1592,politics,NA
1593,politics,NA
1594,politics,NA
1595,politics,NA
1596,politics,NA
1597,politics,NA
1598,politics,NA
1599,politics,Often
1600,politics,NA
1601,politics,Most of the time
1602,politics,Often
1603,politics,Sometimes
1604,politics,NA
1605,politics,NA
1606,politics,NA
1607,politics,NA
1608,politics,NA
1609,politics,NA
1610,politics,NA
1611,politics,NA
1612,politics,NA
1613,politics,Sometimes
1614,politics,NA
1615,politics,NA
1616,politics,NA
1617,politics,NA
1618,politics,NA
1619,politics,NA
1620,politics,NA
1621,politics,NA
1622,politics,NA
1623,politics,NA
1624,politics,NA
1625,politics,NA
1626,politics,NA
1627,politics,NA
1628,politics,NA
1629,politics,Often
1630,politics,NA
1631,politics,NA
1632,politics,NA
1633,politics,NA
1634,politics,NA
1635,politics,Often
1636,politics,NA
1637,politics,Sometimes
1638,politics,NA
1639,politics,NA
1640,politics,NA
1641,politics,NA
1642,politics,NA
1643,politics,NA
1644,politics,NA
1645,politics,NA
1646,politics,NA
1647,politics,NA
1648,politics,NA
1649,politics,NA
1650,politics,NA
1651,politics,Often
1652,politics,Most of the time
1653,politics,NA
1654,politics,Often
1655,politics,NA
1656,politics,NA
1657,politics,Sometimes
1658,politics,Often
1659,politics,NA
1660,politics,NA
1661,politics,Rarely
1662,politics,NA
1663,politics,Sometimes
1664,politics,NA
1665,politics,NA
1666,politics,NA
1667,politics,Most of the time
1668,politics,NA
1669,politics,NA
1670,politics,NA
1671,politics,NA
1672,politics,NA
1673,politics,Sometimes
1674,politics,NA
1675,politics,Sometimes
1676,politics,NA
1677,politics,NA
1678,politics,Sometimes
1679,politics,NA
1680,politics,NA
1681,politics,NA
1682,politics,NA
1683,politics,Sometimes
1684,politics,Often
1685,politics,NA
1686,politics,Sometimes
1687,politics,NA
1688,politics,Most of the time
1689,politics,NA
1690,politics,NA
1691,politics,NA
1692,politics,NA
1693,politics,Sometimes
1694,politics,NA
1695,politics,NA
1696,politics,NA
1697,politics,NA
1698,politics,NA
1699,politics,NA
1700,politics,NA
1701,politics,Often
1702,politics,Sometimes
1703,politics,Sometimes
1704,politics,NA
1705,politics,NA
1706,politics,NA
1707,politics,NA
1708,politics,Sometimes
1709,politics,Often
1710,politics,Sometimes
1711,politics,Most of the time
1712,politics,NA
1713,politics,NA
1714,politics,NA
1715,politics,NA
1716,politics,NA
1717,politics,NA
1718,politics,Sometimes
1719,politics,Most of the time
1720,politics,NA
1721,politics,NA
1722,politics,NA
1723,politics,NA
1724,politics,NA
1725,politics,NA
1726,politics,NA
1727,politics,Most of the time
1728,politics,NA
1729,politics,Often
1730,politics,NA
1731,politics,Rarely
1732,politics,NA
1733,politics,NA
1734,politics,Sometimes
1735,politics,NA
1736,politics,Often
1737,politics,NA
1738,politics,Often
1739,politics,Most of the time
1740,politics,Often
1741,politics,Most of the time
1742,politics,NA
1743,politics,NA
1744,politics,NA
1745,politics,NA
1746,politics,NA
1747,politics,NA
1748,politics,NA
1749,politics,Sometimes
1750,politics,NA
1751,politics,Often
1752,politics,NA
1753,politics,Sometimes
1754,politics,NA
1755,politics,NA
1756,politics,Most of the time
1757,politics,NA
1758,politics,NA
1759,politics,Sometimes
1760,politics,NA
1761,politics,NA
1762,politics,NA
1763,politics,NA
1764,politics,Most of the time
1765,politics,NA
1766,politics,NA
1767,politics,Most of the time
1768,politics,NA
1769,politics,NA
1770,politics,Often
1771,politics,NA
1772,politics,Sometimes
1773,politics,NA
1774,politics,NA
1775,politics,Sometimes
1776,politics,NA
1777,politics,NA
1778,politics,NA
1779,politics,NA
1780,politics,NA
1781,politics,Sometimes
1782,politics,NA
1783,politics,Often
1784,politics,NA
1785,politics,Sometimes
1786,politics,NA
1787,politics,NA
1788,politics,NA
1789,politics,NA
1790,politics,Sometimes
1791,politics,NA
1792,politics,NA
1793,politics,NA
1794,politics,NA
1795,politics,Most of the time
1796,politics,Most of the time
1797,politics,NA
1798,politics,NA
1799,politics,Most of the time
1800,politics,Sometimes
1801,politics,NA
1802,politics,NA
1803,politics,NA
1804,politics,NA
1805,politics,NA
1806,politics,Often
1807,politics,NA
1808,politics,NA
1809,politics,NA
1810,politics,NA
1811,politics,NA
1812,politics,Often
1813,politics,NA
1814,politics,NA
1815,politics,Sometimes
1816,politics,NA
1817,politics,NA
1818,politics,NA
1819,politics,NA
1820,politics,NA
1821,politics,NA
1822,politics,NA
1823,politics,Often
1824,politics,NA
1825,politics,NA
1826,politics,NA
1827,politics,NA
1828,politics,NA
1829,politics,NA
1830,politics,NA
1831,politics,Often
1832,politics,Sometimes
1833,politics,NA
1834,politics,NA
1835,politics,Most of the time
1836,politics,Sometimes
1837,politics,NA
1838,politics,Most of the time
1839,politics,NA
1840,politics,Most of the time
1841,politics,NA
1842,politics,NA
1843,politics,NA
1844,politics,Most of the time
1845,politics,NA
1846,politics,NA
1847,politics,Most of the time
1848,politics,NA
1849,politics,NA
1850,politics,Often
1851,politics,Most of the time
1852,politics,NA
1853,politics,Most of the time
1854,politics,NA
1855,politics,NA
1856,politics,NA
1857,politics,Most of the time
1858,politics,NA
1859,politics,NA
1860,politics,NA
1861,politics,NA
1862,politics,Most of the time
1863,politics,NA
1864,politics,Often
1865,politics,NA
1866,politics,NA
1867,politics,Often
1868,politics,NA
1869,politics,NA
1870,politics,NA
1871,politics,NA
1872,politics,Often
1873,politics,NA
1874,politics,Often
1875,politics,Sometimes
1876,politics,NA
1877,politics,NA
1878,politics,NA
1879,politics,NA
1880,politics,Often
1881,politics,NA
1882,politics,NA
1883,politics,NA
1884,politics,NA
1885,politics,NA
1886,politics,Most of the time
1887,politics,Most of the time
1888,politics,NA
1889,politics,NA
1890,politics,NA
1891,politics,NA
1892,politics,NA
1893,politics,NA
1894,politics,NA
1895,politics,Most of the time
1896,politics,NA
1897,politics,Most of the time
1898,politics,Most of the time
1899,politics,Most of the time
1900,politics,NA
1901,politics,NA
1902,politics,Sometimes
1903,politics,NA
1904,politics,NA
1905,politics,NA
1906,politics,NA
1907,politics,NA
1908,politics,NA
1909,politics,NA
1910,politics,NA
1911,politics,NA
1912,politics,NA
1913,politics,NA
1914,politics,NA
1915,politics,NA
1916,politics,NA
1917,politics,NA
1918,politics,NA
1919,politics,NA
1920,politics,NA
1921,politics,NA
1922,politics,NA
1923,politics,NA
1924,politics,Most of the time
1925,politics,Most of the time
1926,politics,NA
1927,politics,NA
1928,politics,NA
1929,politics,Often
1930,politics,NA
1931,politics,Often
1932,politics,NA
1933,politics,NA
1934,politics,Sometimes
1935,politics,NA
1936,politics,NA
1937,politics,NA
1938,politics,Rarely
1939,politics,Often
1940,politics,Most of the time
1941,politics,NA
1942,politics,Sometimes
1943,politics,NA
1944,politics,NA
1945,politics,Most of the time
1946,politics,NA
1947,politics,NA
1948,politics,NA
1949,politics,NA
1950,politics,Sometimes
1951,politics,NA
1952,politics,NA
1953,politics,Often
1954,politics,NA
1955,politics,NA
1956,politics,Most of the time
1957,politics,NA
1958,politics,NA
1959,politics,Most of the time
1960,politics,NA
1961,politics,NA
1962,politics,NA
1963,politics,NA
1964,politics,Often
1965,politics,NA
1966,politics,Sometimes
1967,politics,NA
1968,politics,Sometimes
1969,politics,Most of the time
1970,politics,NA
1971,politics,NA
1972,politics,Rarely
1973,politics,NA
1974,politics,NA
1975,politics,Often
1976,politics,Sometimes
1977,politics,NA
1978,politics,NA
1979,politics,NA
1980,politics,Most of the time
1981,politics,Most of the time
1982,politics,Sometimes
1983,politics,NA
1984,politics,NA
1985,politics,NA
1986,politics,NA
1987,politics,NA
1988,politics,NA
1989,politics,NA
1990,politics,Sometimes
1991,politics,Sometimes
1992,politics,NA
1993,politics,Most of the time
1994,politics,Most of the time
1995,politics,NA
1996,politics,Often
1997,politics,Sometimes
1998,politics,NA
1999,politics,Often
2000,politics,NA
2001,politics,NA
2002,politics,NA
2003,politics,NA
2004,politics,NA
2005,politics,NA
2006,politics,NA
2007,politics,Often
2008,politics,NA
2009,politics,Rarely
2010,politics,NA
2011,politics,Often
2012,politics,Often
2013,politics,Often
2014,politics,Sometimes
2015,politics,NA
2016,politics,NA
2017,politics,Sometimes
2018,politics,NA
2019,politics,Sometimes
2020,politics,NA
2021,politics,Sometimes
2022,politics,NA
2023,politics,Often
2024,politics,NA
2025,politics,NA
2026,politics,NA
2027,politics,Sometimes
2028,politics,NA
2029,politics,NA
2030,politics,NA
2031,politics,Sometimes
2032,politics,NA
2033,politics,NA
2034,politics,Often
2035,politics,NA
2036,politics,NA
2037,politics,NA
2038,politics,NA
2039,politics,NA
2040,politics,NA
2041,politics,Most of the time
2042,politics,NA
2043,politics,NA
2044,politics,NA
2045,politics,Rarely
2046,politics,NA
2047,politics,NA
2048,politics,NA
2049,politics,Often
2050,politics,NA
2051,politics,Often
2052,politics,NA
2053,politics,NA
2054,politics,NA
2055,politics,NA
2056,politics,Often
2057,politics,Often
2058,politics,NA
2059,politics,NA
2060,politics,NA
2061,politics,NA
2062,politics,NA
2063,politics,Often
2064,politics,Rarely
2065,politics,NA
2066,politics,NA
2067,politics,NA
2068,politics,Most of the time
2069,politics,NA
2070,politics,NA
2071,politics,NA
2072,politics,NA
2073,politics,NA
2074,politics,Often
2075,politics,Most of the time
2076,politics,NA
2077,politics,NA
2078,politics,NA
2079,politics,NA
2080,politics,NA
2081,politics,NA
2082,politics,NA
2083,politics,NA
2084,politics,NA
2085,politics,NA
2086,politics,NA
2087,politics,NA
2088,politics,Often
2089,politics,NA
2090,politics,NA
2091,politics,NA
2092,politics,Most of the time
2093,politics,NA
2094,politics,NA
2095,politics,Often
2096,politics,NA
2097,politics,NA
2098,politics,NA
2099,politics,NA
2100,politics,NA
2101,politics,Often
2102,politics,NA
2103,politics,NA
2104,politics,NA
2105,politics,NA
2106,politics,NA
2107,politics,NA
2108,politics,NA
2109,politics,Sometimes
2110,politics,NA
2111,politics,NA
2112,politics,NA
2113,politics,Often
2114,politics,Most of the time
2115,politics,NA
2116,politics,Most of the time
2117,politics,NA
2118,politics,Most of the time
2119,politics,NA
2120,politics,Often
2121,politics,NA
2122,politics,NA
2123,politics,NA
2124,politics,NA
2125,politics,NA
2126,politics,NA
2127,politics,NA
2128,politics,NA
2129,politics,NA
2130,politics,NA
2131,politics,Often
2132,politics,Sometimes
2133,politics,Most of the time
2134,politics,NA
2135,politics,NA
2136,politics,NA
2137,politics,NA
2138,politics,Sometimes
2139,politics,NA
2140,politics,NA
2141,politics,NA
2142,politics,Often
2143,politics,Often
2144,politics,NA
2145,politics,NA
2146,politics,Most of the time
2147,politics,NA
2148,politics,NA
2149,politics,NA
2150,politics,NA
2151,politics,NA
2152,politics,NA
2153,politics,NA
2154,politics,NA
2155,politics,NA
2156,politics,Often
2157,politics,NA
2158,politics,NA
2159,politics,NA
2160,politics,NA
2161,politics,NA
2162,politics,NA
2163,politics,NA
2164,politics,Sometimes
2165,politics,NA
2166,politics,Often
2167,politics,NA
2168,politics,NA
2169,politics,NA
2170,politics,NA
2171,politics,NA
2172,politics,NA
2173,politics,Most of the time
2174,politics,Sometimes
2175,politics,NA
2176,politics,NA
2177,politics,NA
2178,politics,Most of the time
2179,politics,NA
2180,politics,NA
2181,politics,Sometimes
2182,politics,NA
2183,politics,NA
2184,politics,NA
2185,politics,NA
2186,politics,Often
2187,politics,NA
2188,politics,NA
2189,politics,Most of the time
2190,politics,NA
2191,politics,NA
2192,politics,Rarely
2193,politics,Often
2194,politics,Often
2195,politics,NA
2196,politics,NA
2197,politics,Often
2198,politics,Most of the time
2199,politics,NA
2200,politics,NA
2201,politics,NA
2202,politics,NA
2203,politics,NA
2204,politics,Rarely
2205,politics,NA
2206,politics,NA
2207,politics,NA
2208,politics,NA
2209,politics,NA
2210,politics,NA
2211,politics,NA
2212,politics,NA
2213,politics,NA
2214,politics,Most of the time
2215,politics,Sometimes
2216,politics,NA
2217,politics,NA
2218,politics,Often
2219,politics,Often
2220,politics,Most of the time
2221,politics,NA
2222,politics,Often
2223,politics,Most of the time
2224,politics,NA
2225,politics,NA
2226,politics,NA
2227,politics,NA
2228,politics,Often
2229,politics,NA
2230,politics,NA
2231,politics,NA
2232,politics,Most of the time
2233,politics,NA
2234,politics,NA
2235,politics,NA
2236,politics,Often
2237,politics,NA
2238,politics,NA
2239,politics,NA
2240,politics,NA
2241,politics,NA
2242,politics,NA
2243,politics,Often
2244,politics,NA
2245,politics,NA
2246,politics,NA
2247,politics,NA
2248,politics,Most of the time
2249,politics,NA
2250,politics,NA
2251,politics,Often
2252,politics,NA
2253,politics,NA
2254,politics,NA
2255,politics,Often
2256,politics,Often
2257,politics,NA
2258,politics,NA
2259,politics,NA
2260,politics,NA
2261,politics,NA
2262,politics,Often
2263,politics,NA
2264,politics,NA
2265,politics,NA
2266,politics,NA
2267,politics,Most of the time
2268,politics,NA
2269,politics,NA
2270,politics,NA
2271,politics,Often
2272,politics,Sometimes
2273,politics,Sometimes
2274,politics,NA
2275,politics,NA
2276,politics,NA
2277,politics,NA
2278,politics,Often
2279,politics,Sometimes
2280,politics,Most of the time
2281,politics,NA
2282,politics,NA
2283,politics,NA
2284,politics,NA
2285,politics,NA
2286,politics,Often
2287,politics,Sometimes
2288,politics,Sometimes
2289,politics,NA
2290,politics,NA
2291,politics,NA
2292,politics,NA
2293,politics,NA
2294,politics,NA
2295,politics,NA
2296,politics,NA
2297,politics,NA
2298,politics,NA
2299,politics,NA
2300,politics,NA
2301,politics,NA
2302,politics,NA
2303,politics,Often
2304,politics,Often
2305,politics,NA
2306,politics,NA
2307,politics,NA
2308,politics,NA
2309,politics,NA
2310,politics,NA
2311,politics,NA
2312,politics,NA
2313,politics,NA
2314,politics,NA
2315,politics,Rarely
2316,politics,NA
2317,politics,Most of the time
2318,politics,NA
2319,politics,Often
2320,politics,NA
2321,politics,NA
2322,politics,NA
2323,politics,NA
2324,politics,NA
2325,politics,NA
2326,politics,Rarely
2327,politics,Most of the time
2328,politics,NA
2329,politics,Often
2330,politics,Often
2331,politics,Often
2332,politics,NA
2333,politics,NA
2334,politics,NA
2335,politics,Most of the time
2336,politics,NA
2337,politics,Often
2338,politics,NA
2339,politics,NA
2340,politics,NA
2341,politics,NA
2342,politics,NA
2343,politics,Often
2344,politics,NA
2345,politics,Sometimes
2346,politics,Sometimes
2347,politics,NA
2348,politics,Often
2349,politics,NA
2350,politics,Sometimes
2351,politics,NA
2352,politics,NA
2353,politics,NA
2354,politics,NA
2355,politics,Most of the time
2356,politics,NA
2357,politics,NA
2358,politics,NA
2359,politics,NA
2360,politics,Sometimes
2361,politics,Often
2362,politics,NA
2363,politics,Most of the time
2364,politics,NA
2365,politics,NA
2366,politics,NA
2367,politics,NA
2368,politics,Most of the time
2369,politics,NA
2370,politics,NA
2371,politics,NA
2372,politics,NA
2373,politics,NA
2374,politics,NA
2375,politics,Often
2376,politics,NA
2377,politics,NA
2378,politics,NA
2379,politics,NA
2380,politics,NA
2381,politics,NA
2382,politics,Often
2383,politics,Often
2384,politics,Most of the time
2385,politics,NA
2386,politics,NA
2387,politics,NA
2388,politics,NA
2389,politics,NA
2390,politics,NA
2391,politics,NA
2392,politics,NA
2393,politics,Sometimes
2394,politics,NA
2395,politics,NA
2396,politics,NA
2397,politics,NA
2398,politics,Most of the time
2399,politics,Sometimes
2400,politics,NA
2401,politics,NA
2402,politics,NA
